ASSINATURA;VENCIMENTO;FORNECEDOR;TIPO;VALOR;OBJETIVO
28/10/2015;28/10/2016;EKIPSUL COMERCIO DE PRODUTOS E EQUIPAMENTOS  LTDA - EPP;Compras através do Sist. Reg. de Preços;856.2;O OBJETO DO PRESENTE TERMO DE CONTRATO É A AQUISIÇÃO DE BRINQUEDOS EM ATENDIMENTO AS ENTIDADES EDUCACIONAIS DAS REDES PÚBLICAS DE ENSINO DA UNIÃO. ESTADOS. DISTRITO FEDERAL E MUNICÍPIOS. CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NO EDITAL DE PREGÃO IDENTIFICADO NO PREÂMBULO E NA PROPOSTA VENCEDORA. OS QUAIS INTEGRAM ESTE INSTRUMENTO. INDEPENDENTE DE TRANSCRIÇÃO.
27/10/2015;31/10/2015;CUSTODIO CONSTRUCOES LTDA;Compras em Geral;10895;1.1  -  A CONTRATADA SE OBRIGA A ENTREGA DE FERRAMENTAS PARA CONSUMO DAS SECRETARIAS DA PREFEITURA DE NOVA FRIBURGO. PARA O EXERCÍCIO DE 2015, CONFORME ESPECIFICAÇÕES CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO I E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERENCIA. E NO RESULTADO DO JULGAMENTO. TÃO SOMENTE OS ITENS 1. 4. 6 E 8.
27/10/2015;31/10/2015;ABS  LOPES ME;Compras em Geral;12706;1.1  -  A CONTRATADA  SE OBRIGA A ENTREGA DE FERRAMENTAS PARA CONSUMO DAS SECRETARIAS DE PREFEITURA DE NOVA FRIBURGO. PARA O EXERCÍCIO  DE 2015,  CONFORME ESPECIFICAÇÕES CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I.  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DOM JULGAMENTO. TÃO SOMENTE OS ITENS 2 E 5.
27/10/2015;31/10/2015;RIALTO MERCANTIL LTDA - ME;Compras em Geral;4835;1.1  -  A CONTRATADA SE OBRIGA A ENTREGA DE FERRAMENTAS PARA CONSUMO DAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE NOVA FRIBURGO. PARA O EXERCÍCIO DE 2015,  CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I.  E NA PROPOSTA DETALHE DO EDITAL DE CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO. TÃO SOMENTE O ITEM 7.
27/10/2015;31/10/2015;BAMCEL B. ALEGRE MAT. DE CONS. ELETRICOS;Cessão de uso de bens;84.5;1.1  -  A CONTRATADA SE OBRIGA A ENTREGA DE FERRAMENTAS PARA CONSUMO DAS SECRETARIAS DE PREFEITURA DE NOVA FRIBURGO. PARA O EXERCÍCIO DE 2015,  CONFORME ESPECIFICAÇÕES CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I.  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO. TÃO SOMENTE O ITEM 3.
27/10/2015;25/07/2016;LUNA TRUDE CONSTRUÇÕES LTDA;Obras e Serviços de Engenharia;929813.21;O OBJETO DO PRESENTE CONTRATO É REFORMA E AMPLIAÇÃO DA ESCOLA MUNICIPAL PADRE RAFAEL/NOVA FRIBURGO - RJ..  QUE PODERÁ SOFRER ACRÉSCIMOS OU SUPRESSÕES. NOS LIMITES PREVISTOS NO ART. 65. §§   1º  E  2º. DA LEI FEDERAL Nº 89.666/93.PARÁGRAFO SEGUNDO - A PRESTAÇÃO DE SERVIÇO DAR-SE-Á EM CONFORMIDADE COM A PROPOSTA DE PREÇOS DA CONTRATADA. DATADA DE 17 DE SETEMBRO DE 2015. ACOSTADA ÀS FLS. 475/782 DO PROCESSO ADMINISTRATIVO Nº 26661/2014. A QUAL. JUNTAMENTE COM O EDITAL DE TOMADA DE PREÇOS Nº 009/2015 E SEUS ANEXOS. SÃO PARTE INTEGRANTES E INSEPARÁVEIS DESTE CONTRATO INDEPENDENTE DE TRANSIÇÃO.
14/10/2015;16/10/2015;GRAPHICENTER DE FRIBURGO IMPRESSÃO E PROPAGANDA LT;Prestação de serviços;2100;A CONTRATADA  SE OBRIGA À IMPRESSÃO E FORNECIMENTO  DE  MATERIAL GRÁFICO RELATIVO À DIVULGAÇÃO DE PROGRAMAÇÃO DE ATIVIDADES DA SEMANA NACIONAL DE TECNOLOGIA. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NA REQUISIÇÃO . TERMO DE REFERÊNCIA E NA PROPOSTA APRESENTADA.CLÁUSULA SEGUNDA -  A EXECUÇÃO DO OBJETO DO PRESENTE CONTRATO SERÁ DE ACORDO COM AS ESPECIFICAÇÕES FORMULADAS PELO CONTRATANTE NOS AUTOS DO PROCESSO ADMINISTRATIVO Nº 9552/15.
22/10/2015;23/10/2015;PRODESPORTE EMPREENDIMENTOS ESPORTIVOS - ME.;Prestação de serviços;13100.88;"A CONTRATADA SE OBRIGA À EXECUÇÃO DE SERVIÇO DE ESTAMPAS DOS UNIFORMES DOS FUNCIONÁRIOS DO MUNICÍPIO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO  ANEXO  II.  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA E. NO RESULTADO DO JULGAMENTO.O PRAZO DE ENTREGA DOS BENS SOLICITADOS SERÁ DE  ""PRONTA ENTREGA"" (OU ENTREGA IMEDIATA). CONTRA EMPENHO. COMO ESTABELECIDO NO EDITAL DO PROCEDIMENTO EM EPÍGRAFE. QUE PASSA A FAZER PARTE DESTE INSTRUMENTO CONTRATUAL.NOTA DE EMPENHO Nº 791/2015. EMITIDA EM 16 DE OUTUBRO DE 2015."
01/11/2015;30/11/2015;SANDECO SUL-AMERICANA DE ENGENHARIA E COMÉRCIO LTD;Prestação de serviços;317392.87;A CONTRATADA SE OBRIGA A MANUTENÇÃO DE EXPANSÃO E DA MODERNIZAÇÃO DO SISTEMA DE ILUMINAÇÃO PÚBLICA DO MUNICÍPIO DE NOVA FRIBURGO. INCLUINDO O FORNECIMENTO DE MATERIAIS. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NA REQUISIÇÃO DE SERVIÇO EM REFERÊNCIA (FL.33/37) E PROPOSTA DETALHE APRESENTADA PELA EMPRESA CONTRATADA (FLS.70/77). BEM COMO TERMO DE REFERÊNCIA (FLS. 38/52).
12/11/2015;10/05/2016;CENTRO RADIOLÓGICO DE NOVA FRIBURGO LTDA.;Prestação de serviços;926310;A CONTRATADA SE OBRIGA A REALIZAÇÃO DE EXAMES DIAGNÓSTICOS EM ULTRASSONOGRAFIA PARA ATENDER AS NECESSIDADES DOS PACIENTES DO SUS ( SISTEMA ÚNICO DE SAÚDE ) . CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NA REQUISIÇÃO DE SERVIÇO EM REFERÊNCIA  (FL. 99) E PROPOSTA DETALHE  APRESENTADA PELA EMPRESA CONTRATADA ( FLS. 62/63).
12/11/2015;10/05/2016;LABORMED MEDICINA OCUPACIONAL E DIAGNÓSTICA EIRELI;Prestação de serviços;489040;A CONTRATADA SE OBRIGA À REALIZAÇÃO DE EXAMES DIAGNÓSTICOS EM ULTRASSONOGRAFIA PARA ATENDER AS NECESSIDADES DOS PACIENTES DO SUS ( SISTEMA ÚNICO DE SAÚDE ). CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NA REQUISIÇÃO DE SERVIÇO EM REFERÊNCIA ( FL. 100) E PROPOSTA DETALHE APRESENTADA PELA EMPRESA CONTRATADA ( FLS. 59/60)
04/12/2015;03/12/2016;PEDRACOM  PEDREIRAS LTDA.;Compras em Geral;518250;1.1  -  A CONTRATADA SE OBRIGA A ENTREGA DE BICA CORRIDA. BRITA. PÓ DE PEDRA. RACHÃO NA FORMA DO TERMO DE REFERÊNCIA ANEXO II. PARA MANUTENÇÃO DE ESTRADAS VICINAISDO MUNICÍPIO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO  DO JULGAMENTO. TÃO SOMENTE OS ITENS  03 E 07 ( BRITA Nº O.  E PÓ DE PEDRA ).
04/12/2015;03/12/2016;PEDRINCO PEDREIRAS E INDUSTRIA DE CONCRETO LTDA;Compras em Geral;661026;1.1  -  A CONTRATADA SE OBRIGA A ENTREGA DE BICA CORRIDA. BRITA. PÓ DE PEDRA. RACHÃO NA FORMA DO TERMO DE REFERÊNCIA ANEXO II PARA MANUTENÇÃO DAS ESTRADAS VICINAIS DO MUNICÍPIO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO I E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO. TÃO SOMENTE OS ITENS 01.02.04. 05. 06 E 08 (BICA CORRIDA. BICA CORRIDA MOLEDO. BRITA01. BRITA 02. BRITA 03 E RACHÃO).
04/12/2015;05/12/2015;C F XAVIER-ME;Compras em Geral;11350;1.1  -  AQUISIÇÃO E INSTALAÇÃO DE DIVISÓRIAS NA SECRETARIA DE ASSISTÊNCIA SOCIAL. DIREITOS HUMANOS E TRABALHO. CONFORME TERMO DE REFERÊNCIA,  CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.
04/12/2015;04/12/2016;EKIPSUL COMERCIO DE PRODUTOS E EQUIPAMENTOS  LTDA - EPP;Contr.de Ato Adesão Atas Reg.Preços-Compras Geral;663;1.1  -  O OBJETO DO PRESENTE  TERMO DE CONTRATO É A AQUISIÇÃO DE BRINQUEDOS EM ATENDIMENTO ÀS ENTIDADES EDUCACIONAIS DAS REDES PÚBLICAS DE ENSINO DA UNIÃO. ESTADOS. DISTRITO FEDERAL E MUNICÍPIOS. CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NO EDITAL DO PREGÃO IDENTIFICADO NO PREÂMBULO E NA PROPOSTA VENCEDORA. OS QUAIS INTEGRAM ESTE INSTRUMENTO. INDEPENDENTE DE TRANSCRIÇÃO.
04/12/2015;04/12/2016;EKIPSUL COMERCIO DE PRODUTOS E EQUIPAMENTOS  LTDA - EPP;Contr.de Ato Adesão Atas Reg.Preços-Compras Geral;140;1.1 - O OBJETO DO PRESENTE TERMO DE CONTRATO É A  AQUISIÇÃO  DE BRINQUEDOS EM ATENDIMENTO AS ENTIDADES EDUCACIONAIS DAS REDES PÚBLICAS DE ENSINO DA UNIÃO. ESTADOS. DISTRITO FEDERAL E MUNICÍPIOS. CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS  NO EDITAL DO PREGÃO IDENTIFICADO NO PREÂMBULO E NA PROPOSTA VENCEDORA. OS QUAIS INTEGRAM ESTE INSTRUMENTO. INDEPENDENTE DE TRANSCRIÇÃO.PREGÃO ELETRÔNICO PARA REGISTRO DE PREÇOS Nº 35/2015-01.
